Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ContactSource,TitleType,DepartmentGroup,BuyerAttributes,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
34e821c9-7b03-4177-8e60-968271474796,929782cf-1a78-4113-b1fb-a46b3ad39796,Berkie,Bernie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(552) 244-3176,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+236@gmail.com,SVP General Counsel,#N/A,#N/A,#N/A,#N/A,"Prior to taking this role in 2017, Anne was Honeywell’s Vice President, Corporate Development and Global Head of M&A, leading acquisition and divestiture activities for 16 years. During her tenure, Honeywell made around 100 acquisitions, representing approximately $15 billion in revenues and divested about 70 businesses, representing close to $9 billion of non-core revenues.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
35aba74d-ca12-4e4f-802f-6f96eb906dfc,4ea353e2-964e-4344-b557-4268403ef491,Chen,Annabal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,077 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+26@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
367f61f3-5e4c-47cf-9ede-e9018bd27bf5,e6fbac12-16ba-4030-aebd-0b42fcfcc6f2,Frederic,Anita,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,79 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+76@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
36896bb7-39cc-4d10-b3de-5bbd0aa51103,c2a05388-6ca3-4299-bb3b-7ad72ae4dd42,Edvard,Anissa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,81 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+168@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
387c5c5d-1e4d-4911-b499-9f6e3875618e,c3615bbc-c734-4153-9fb8-3bf247c9bfc9,Northrop,Kania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(417)579-6040,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+357@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
39d2cf4b-c80c-4e5a-9ba2-0d60945c9f89,b6e6a9ac-1a78-44f7-910b-875fa27f1534,Barret,Orsola,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3985,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+659@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3a3a2b9a-b7fa-462e-adb6-b778b1b126db,1480433c-f643-46fc-8946-d3b5ef89d7ca,Jammal,Mable,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 7635 8392,(02) 7635 8392,0421 325 348,#N/A,#N/A,(02) 7635 8392,jmanningcongagdo+689@gmail.com,VP of Sales,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3a7473c5-7b3f-443e-8f51-b6282cfcbc75,5339c993-939c-4fd6-9a06-1bc27c638915,Lock,Siana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4 Yawkey Way,Boston,MA,2215,USA,#N/A,#N/A,#N/A,(778) 479-5445,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+30@gmail.com,General Counsel & Coperate Secretary,#N/A,#N/A,#N/A,#N/A,"Rohan Weerasinghe joined Citi as General Counsel and Corporate Secretary in June 2012. A member of Citi's Operating Committee, Rohan oversees Citi's global legal team, including business-unit general counsels, regional general counsels and corporate deputy general counsels.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3addb84c-7313-4155-b611-a4b2fe631de5,aa1d7100-1ee9-427c-8a33-ddd320408973,Jarad,Danni,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,73 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+109@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3b9a20d7-d3c0-4e16-be29-d27dc2642c30,f6ddb2c4-13e6-4edd-8eff-2dfa94c0f4dc,Ban,Giselle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+81 725 925939,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+684@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3c516774-c44a-4e56-8551-7371b4ccf0c6,8f62db6c-3b4d-4cc8-8960-134785f3612d,Shea,Elsi,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 7056 8401,(03) 7056 8401,0423 450 122,#N/A,#N/A,(03) 7056 8401,jmanningcongagdo+8@gmail.com,SVP of Marketing,Marketing,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3caef67b-a38a-44d4-ad64-6d0cf4d3c010,df07f758-4050-4a36-97be-4b73881952d3,Georas,Corella,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(392) 999-8377,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+39@gmail.com,SVP and General Counsel,#N/A,#N/A,#N/A,#N/A,"Mary K. W. Jones is Senior Vice President and General Counsel, Deere & Company, a position she has held since January 2013. Jones is the company's Chief Legal Officer and has executive management responsibility for the Law and Patent departments and Deere & Company's Center for Global Business Conduct.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3ea680b9-922c-4ecb-a4bd-d0e2f9683742,decd09af-5845-451e-8e91-34145c0d805f,Zedekiah,Hannis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(650) 974-1346,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+179@gmail.com,Director,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3eb891a5-2c3a-476b-b157-3ca60f937121,a392d667-aaf5-4c0e-a866-d03784ab0a12,Rab,Cairistiona,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(102) 626-6339,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+542@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Bruce D. Broussard, President and CEO, joined Humana in 2011. Under his leadership, Humana has created an integrated care delivery model centered on improving health outcomes, driving lower costs, enhancing quality, and providing a simple and personalized member experience. With its holistic approach, Humana is dedicated to improving the health of the communities it serves by making it easy for people to achieve their best health.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3fd59862-eaa5-4356-bf76-e23acede2ff9,ebab19bc-c310-4e42-96c6-9481d3155131,Lorant,Grazia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(299) 738-2271,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+464@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,"Frank D’Amelio is the executive vice president, business operations and chief financial officer of Pfizer, responsible for finance, business development and business operations, including IT, procurement and real estate.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4042e0ee-8b91-4400-a3f8-6616d96bf0c3,494967e8-82fe-4096-9590-6246cd49ba06,Chrisy,Klarika,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4018,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+755@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
40d7bf54-36b0-478d-baeb-e3731f0914f7,b9280e35-c7b9-4ad5-92ef-85e19357f9fd,Saunders,Dori,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(219) 346-5121,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+350@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
41666a8d-e17d-4d75-b543-624d3e22e8e8,f468d033-e59b-4450-91aa-96d6517d816e,Vasily,Chantalle,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3954,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+572@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
41c1655f-b487-40f4-be20-adea1f400a21,e24e2d85-2d74-4a38-b5e0-338c2f0c4104,Temple,Paulina,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4008,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+717@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4253c52f-de7d-4813-8b50-05ce4eae4ee2,d4fa2e5b-0df6-4cc3-a7eb-a8fd9301c4d4,Alfie,Mellisa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(312)659-4517,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+360@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
431e90c5-d7a4-449d-83ba-a995b192aca7,3913d091-ef0c-4247-b737-70761214da87,Wilton,Janessa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,79 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+127@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
43c48edc-1673-41fe-a9dc-6b988f755b61,2d5cb3a4-ac10-4439-bcf6-5c483e19bd9d,Teodorico,Odele,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3933,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+501@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
442639bb-8148-4536-9511-d88addab0fa2,a1928335-486b-46d0-9c91-6528cda233d4,Reinhard,Darda,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3989,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+663@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
448fa91f-d6e0-486a-9e87-e07d39a0b2c6,a1928335-486b-46d0-9c91-6528cda233d4,Danie,Alethea,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 6089 8320,(02) 6089 8320,0423 551 697,#N/A,#N/A,(02) 6089 8320,jmanningcongagdo+2@gmail.com,"VP, Product Management",Engineering,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4494481a-013d-4a87-8995-ec437473fbed,ac4abfec-03be-4415-9077-75218cc3b0ed,Wylie,Jeana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(402)952-5054,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+354@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
452b22cf-aeb0-416e-9656-05dac5887c46,1822ddd0-e4d0-46f7-820c-30baf2aeaef1,Dallas,Janetta,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4061,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+852@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
455b7e69-5b25-44bf-9c60-8ed9aad97cc6,ca7315d6-f954-48eb-9235-90615da66e72,Jan,Dodi,#N/A,66 Beckenham St,General Utilities,NSW,2166,Australia,#N/A,#N/A,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,(02) 6479 8597,(02) 6479 8597,0425 210 551,#N/A,#N/A,(02) 6479 8597,jmanningcongagdo+9@gmail.com,Development Director,Business Development,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
45cb2189-7ea1-4cce-b3ba-5c75b3391c4d,2d5cb3a4-ac10-4439-bcf6-5c483e19bd9d,Brannon,Kaye,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3931,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+499@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4651b69d-7949-463b-9356-4962d449f952,e3d84881-dc38-4472-8750-bb58f11c7afe,Aleksandr,Bethena,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+44 20 5678 9889,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+485@gmail.com,Financial Advisor,#N/A,#N/A,#N/A,1978-12-17,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
466770f7-9f52-4439-9f7c-22e8630a81a6,aa453586-8997-49ad-bd18-5abf8d373ab8,Bryn,Garland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(202) 409-1770,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+388@gmail.com,"Executive Vice President, Deputy Group General Counsel",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4688e6e1-c687-4308-9555-568ee0452534,26b2a80a-f47d-4052-8e75-daee97bcf2e2,Sam,Karalee,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(803) 709-7634,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+537@gmail.com,CEO - International and Global Marketing Officer,#N/A,#N/A,#N/A,#N/A,"As CEO – AT&T International, Lee leads the strategy, marketing, and operations of providing mobile services to more than 13 million consumers and businesses in Mexico and pay-TV services to more than 13 million subscribers across 11 countries and territories in Latin America and the Caribbean.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
46aeeb44-e034-4680-ba78-3a048ec3b55d,f76b7ba1-adcf-45ed-87ee-7e4e216c406f,Hagan,Elbertine,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,(02) 6052 6150,(02) 6052 6150,0429 888 809,#N/A,#N/A,(02) 6052 6150,jmanningcongagdo+838@gmail.com,"VP, Consulting",Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
47597f44-9e37-4e3e-9332-5fe07b04d6d5,fc6d0277-8b9f-4f55-8933-8ddcfb33411d,Cammy,Audrie,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4059,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+850@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4881bb4d-89b0-47db-953e-9a072ba0aaac,a168a4e4-ac8b-4841-9821-4f1b3a1aeaec,Sly,Lucila,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(581) 804-2887,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+285@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
489c5995-0fe5-46d2-be21-0c223cdf3357,23cfc53e-9bb3-4a1b-ad25-c82babba634b,Guillermo,Carlye,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(522) 169-8148,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+410@gmail.com,"EVP, General Counsel & Secretary",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
48fe0db4-8080-4de9-90f9-577256a30040,decd09af-5845-451e-8e91-34145c0d805f,Stanislaus,Ardeen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(650) 681-5105,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+178@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
492973ca-35e6-4d95-9549-7bf2c149f021,4d64b258-2b9a-4a7f-a7b8-7e2cdf1202e9,Bryce,Catherin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(228) 983-3203,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+827@gmail.com,"SVP, Marketing",#N/A,#N/A,#N/A,#N/A,"Michael Morrison is Senior Vice President, Marketing for Andeavor. Mr. Morrison joined Andeavor in 2016, bringing more than 30 years of experience in the downstream business to his role.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4968df4e-fbab-4ff8-8fbe-331dec4b54db,8e059489-568c-449a-acec-5199c2c63c26,Ransell,Deerdre,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1701 Bryant Street,Denver,CO,80204,USA,#N/A,#N/A,#N/A,(115) 816-6063,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+597@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4a78b891-d594-4a27-8bdb-cc68ce27ec30,df4755b1-3f79-45df-b567-01f63dbd7355,Edouard,Agace,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3974,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+648@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4a9505cf-5544-4da1-9c49-97378a815ef4,783d9a0b-986d-426c-b331-564c9cce87e0,Gaylord,Renie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0102,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+151@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4ba4b204-1931-485d-a526-701374b40bd3,44199be1-cb53-4fe5-b48a-b2947ba4db19,Jakob,Caryl,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3958,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+576@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4c365113-8460-4b96-ae08-1dede2be264b,b6e6a9ac-1a78-44f7-910b-875fa27f1534,Granville,Renell,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3986,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+660@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4d46f7ec-015f-4d68-95e6-eeacfe44f6b5,5d74c790-8589-482f-82d3-6b33f0aba8bf,Kelly,Eleonore,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(711) 206-8160,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+280@gmail.com,Executive Vice President and Chief Human Resources Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
